"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Best Practice Rules","Code Style Rules","Design Rules","Design Pattern","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Security Rules"
"L2179","fruits","example.TestTemplateDemo.fruits;Ljava/util/List;","L2177","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\example\TestTemplateDemo.java","32","2","32","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2419","callSequence","example.B_TestCase.callSequence;Ljava/util/List;","L2416","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-engine\src\test\java\example\B_TestCase.java","24","2","24","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L189","firstName","example.domain.Person.firstName;Ljava/lang/String;","L165","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\main\java\example\domain\Person.java","21","2","21","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L190","lastName","example.domain.Person.lastName;Ljava/lang/String;","L165","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\main\java\example\domain\Person.java","22","2","22","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L191","gender","example.domain.Person.gender;Lexample/domain/Person$Gender;","L165","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\main\java\example\domain\Person.java","23","2","23","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L192","dateOfBirth","example.domain.Person.dateOfBirth;Ljava/time/LocalDate;","L165","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\main\java\example\domain\Person.java","24","2","24","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L288","docs","example.registration.DocumentationDemo.docs;Lexample/registration/DocumentationExtension;","L281","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\example\registration\DocumentationDemo.java","30","2","31","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L306","path","example.registration.DocumentationExtension.path;Ljava/nio/file/Path;","L289","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\example\registration\DocumentationDemo.java","42","2","43","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L320","server","example.registration.WebServerDemo.server;Lexample/registration/WebServerExtension;","L317","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\example\registration\WebServerDemo.java","24","2","27","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L361","file","example.util.ListWriter.file;Ljava/nio/file/Path;","L360","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\main\java\example\util\ListWriter.java","21","2","21","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L581","logger","example.callbacks.Logger.logger;Ljava/util/logging/Logger;","L579","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\example\callbacks\Logger.java","19","2","19","108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1189","randomNumber1","example.extensions.RandomNumberDemo.randomNumber1;I","L1188","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\example\extensions\RandomNumberDemo.java","23","2","24","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1541","title","example.ParameterizedTestDemo$Book.title;Ljava/lang/String;","L1535","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\example\ParameterizedTestDemo.java","298","3","298","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1738","fixture","example.session.GlobalSetupTeardownListener.fixture;Lexample/session/GlobalSetupTeardownListener$Fixture;","L1733","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\example\session\GlobalSetupTeardownListener.java","29","2","29","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1940","sharedTempDir","example.TempDirectoryDemo$SharedTempDirectoryDemo.sharedTempDir;Ljava/nio/file/Path;","L1937","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\example\TempDirectoryDemo.java","56","3","57","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2033","logger","example.testinterface.TestLifecycleLogger.logger;LLogger;","L2009","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\example\testinterface\TestLifecycleLogger.java","28","2","28","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2254","logger","example.timing.TimingExtension.logger;LLogger;","L2044","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\example\timing\TimingExtension.java","34","2","34","89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2255","START_TIME","example.timing.TimingExtension.START_TIME;Ljava/lang/String;","L2044","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\example\timing\TimingExtension.java","36","2","36","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2435","KEY","extensions.ExpectToFail$Extension.KEY;Ljava/lang/String;","L2431","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\extensions\ExpectToFail.java","34","3","34","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L179","F","example.domain.Person$Gender.F;Lexample/domain/Person$Gender;","L169","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\main\java\example\domain\Person.java","18","3","18","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L180","M","example.domain.Person$Gender.M;Lexample/domain/Person$Gender;","L169","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\main\java\example\domain\Person.java","18","6","18","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L980","random","example.DynamicTestsDemo$1.random;Ljava/util/Random;","L979","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\example\DynamicTestsDemo.java","110","4","110","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L990","current","example.DynamicTestsDemo$1.current;I","L979","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\example\DynamicTestsDemo.java","117","4","117","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1771","server","example.session.GlobalSetupTeardownListener$Fixture.server;LHttpServer;","L1739","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\example\session\GlobalSetupTeardownListener.java","55","3","55","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1772","executorService","example.session.GlobalSetupTeardownListener$Fixture.executorService;Ljava/util/concurrent/ExecutorService;","L1739","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\example\session\GlobalSetupTeardownListener.java","56","3","56","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1990","anElement","example.TestingAStackDemo$WhenNew$AfterPushing.anElement;Ljava/lang/String;","L1988","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\example\TestingAStackDemo.java","69","4","69","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50453","ROOT","platform.tooling.support.Helper.ROOT;Ljava/nio/file/Path;","L50450","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\platform-tooling-support-tests\src\main\java\platform\tooling\support\Helper.java","36","2","36","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50454","GRADLE_PROPERTIES","platform.tooling.support.Helper.GRADLE_PROPERTIES;Ljava/nio/file/Path;","L50450","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\platform-tooling-support-tests\src\main\java\platform\tooling\support\Helper.java","37","2","37","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50456","SETTINGS_GRADLE","platform.tooling.support.Helper.SETTINGS_GRADLE;Ljava/nio/file/Path;","L50450","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\platform-tooling-support-tests\src\main\java\platform\tooling\support\Helper.java","38","2","38","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50457","gradleProperties","platform.tooling.support.Helper.gradleProperties;Ljava/util/Properties;","L50450","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\platform-tooling-support-tests\src\main\java\platform\tooling\support\Helper.java","40","2","40","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50552","PROJECTS","platform.tooling.support.Request.PROJECTS;Ljava/nio/file/Path;","L50549","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","36","2","36","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50553","TOOLS","platform.tooling.support.Request.TOOLS;Ljava/nio/file/Path;","L50549","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","37","2","37","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50554","WORKSPACE","platform.tooling.support.Request.WORKSPACE;Ljava/nio/file/Path;","L50549","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","38","2","38","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50555","MAVEN_VERSION","platform.tooling.support.Request.MAVEN_VERSION;Ljava/lang/String;","L50549","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","40","2","40","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50565","tool","platform.tooling.support.Request.tool;LTool;","L50549","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","50","2","50","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50566","project","platform.tooling.support.Request.project;Ljava/lang/String;","L50549","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","51","2","51","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50567","workspace","platform.tooling.support.Request.workspace;Ljava/lang/String;","L50549","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","52","2","52","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50568","arguments","platform.tooling.support.Request.arguments;Ljava/util/List;","L50549","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","53","2","53","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50569","environment","platform.tooling.support.Request.environment;Ljava/util/Map;","L50549","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","54","2","54","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50570","copyProjectToWorkspaceFileFilter","platform.tooling.support.Request.copyProjectToWorkspaceFileFilter;Ljava/io/FileFilter;","L50549","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","55","2","55","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L50574","timeout","platform.tooling.support.Request.timeout;Ljava/time/Duration;","L50549","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\platform-tooling-support-tests\src\main\java\platform\tooling\support\Request.java","56","2","56","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2469","apiReport","org.junit.api.tools.AbstractApiReportWriter.apiReport;Lorg/junit/api/tools/ApiReport;","L2464","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\org\junit\api\tools\AbstractApiReportWriter.java","26","2","26","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2563","types","org.junit.api.tools.ApiReport.types;Ljava/util/List;","L2470","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\org\junit\api\tools\ApiReport.java","23","2","23","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2564","declarationsMap","org.junit.api.tools.ApiReport.declarationsMap;Ljava/util/Map;","L2470","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\org\junit\api\tools\ApiReport.java","25","2","25","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2662","ASCIIDOC_FORMAT","org.junit.api.tools.AsciidocApiReportWriter.ASCIIDOC_FORMAT;Ljava/lang/String;","L2585","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\org\junit\api\tools\AsciidocApiReportWriter.java","22","2","22","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2696","HTML_HEADER_FORMAT","org.junit.api.tools.HtmlApiReportWriter.HTML_HEADER_FORMAT;Ljava/lang/String;","L2694","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\org\junit\api\tools\HtmlApiReportWriter.java","22","2","22","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2697","HTML_ROW_FORMAT","org.junit.api.tools.HtmlApiReportWriter.HTML_ROW_FORMAT;Ljava/lang/String;","L2694","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\org\junit\api\tools\HtmlApiReportWriter.java","23","2","23","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2723","MARKDOWN_FORMAT","org.junit.api.tools.MarkdownApiReportWriter.MARKDOWN_FORMAT;Ljava/lang/String;","L2721","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\documentation\src\test\java\org\junit\api\tools\MarkdownApiReportWriter.java","23","2","23","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3422","EXPECTED_FALSE","org.junit.jupiter.api.AssertFalse.EXPECTED_FALSE;Ljava/lang/String;","L3420","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertFalse.java","28","2","28","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5317","MAX_SNIPPET_LENGTH","org.junit.jupiter.api.AssertLinesMatch.MAX_SNIPPET_LENGTH;I","L5314","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertLinesMatch.java","40","2","40","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5785","EXPECTED_TRUE","org.junit.jupiter.api.AssertTrue.EXPECTED_TRUE;Ljava/lang/String;","L5783","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertTrue.java","28","2","28","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7591","children","org.junit.jupiter.api.DynamicContainer.children;Ljava/util/stream/Stream;","L7559","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\DynamicContainer.java","93","2","93","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7601","displayName","org.junit.jupiter.api.DynamicNode.displayName;Ljava/lang/String;","L1049","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\DynamicNode.java","33","2","33","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7602","testSourceUri","org.junit.jupiter.api.DynamicNode.testSourceUri;Ljava/net/URI;","L1049","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\DynamicNode.java","36","2","36","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7704","executable","org.junit.jupiter.api.DynamicTest.executable;Lorg/junit/jupiter/api/function/Executable;","L907","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\DynamicTest.java","229","2","229","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7523","DEFAULT_SEPARATOR","org.junit.jupiter.api.IndicativeSentencesGeneration.DEFAULT_SEPARATOR;Ljava/lang/String;","L860","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\IndicativeSentencesGeneration.java","53","2","53","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7531","DEFAULT_GENERATOR","org.junit.jupiter.api.IndicativeSentencesGeneration.DEFAULT_GENERATOR;Ljava/lang/Class;","L860","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\IndicativeSentencesGeneration.java","55","2","55","96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5951","DEFAULT","org.junit.jupiter.api.Order.DEFAULT;I","L1079","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\Order.java","59","2","60","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8917","DISPLAY_NAME_PLACEHOLDER","org.junit.jupiter.api.RepeatedTest.DISPLAY_NAME_PLACEHOLDER;Ljava/lang/String;","L1715","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\RepeatedTest.java","85","2","85","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8919","CURRENT_REPETITION_PLACEHOLDER","org.junit.jupiter.api.RepeatedTest.CURRENT_REPETITION_PLACEHOLDER;Ljava/lang/String;","L1715","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\RepeatedTest.java","91","2","91","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8921","TOTAL_REPETITIONS_PLACEHOLDER","org.junit.jupiter.api.RepeatedTest.TOTAL_REPETITIONS_PLACEHOLDER;Ljava/lang/String;","L1715","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\RepeatedTest.java","97","2","97","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8923","SHORT_DISPLAY_NAME","org.junit.jupiter.api.RepeatedTest.SHORT_DISPLAY_NAME;Ljava/lang/String;","L1715","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\RepeatedTest.java","106","2","106","118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1725","LONG_DISPLAY_NAME","org.junit.jupiter.api.RepeatedTest.LONG_DISPLAY_NAME;Ljava/lang/String;","L1715","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-api\src\main\java\org\junit\jupiter\api\RepeatedTest.java","114","2","114","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9403","nix","org.junit.jupiter.api.AssertDoesNotThrowAssertionsTests.nix;Lorg/junit/jupiter/api/function/Executable;","L9400","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-engine\src\test\java\org\junit\jupiter\api\AssertDoesNotThrowAssertionsTests.java","32","2","33","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9405","something","org.junit.jupiter.api.AssertDoesNotThrowAssertionsTests.something;Lorg/junit/jupiter/api/function/ThrowingSupplier;","L9400","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-engine\src\test\java\org\junit\jupiter\api\AssertDoesNotThrowAssertionsTests.java","35","2","35","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10299","nix","org.junit.jupiter.api.AssertThrowsAssertionsTests.nix;Lorg/junit/jupiter/api/function/Executable;","L10296","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-engine\src\test\java\org\junit\jupiter\api\AssertThrowsAssertionsTests.java","37","2","38","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10390","nix","org.junit.jupiter.api.AssertThrowsExactlyAssertionsTests.nix;Lorg/junit/jupiter/api/function/Executable;","L10387","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-engine\src\test\java\org\junit\jupiter\api\AssertThrowsExactlyAssertionsTests.java","37","2","38","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10458","changed","org.junit.jupiter.api.AssertTimeoutAssertionsTests.changed;Ljava/lang/ThreadLocal;","L10455","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-engine\src\test\java\org\junit\jupiter\api\AssertTimeoutAssertionsTests.java","40","2","40","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10473","nix","org.junit.jupiter.api.AssertTimeoutAssertionsTests.nix;Lorg/junit/jupiter/api/function/Executable;","L10455","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-engine\src\test\java\org\junit\jupiter\api\AssertTimeoutAssertionsTests.java","42","2","43","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10892","nix","org.junit.jupiter.api.DynamicTestTests.nix;Lorg/junit/jupiter/api/function/Executable;","L10889","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-engine\src\test\java\org\junit\jupiter\api\DynamicTestTests.java","40","2","41","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L10894","assertedValues","org.junit.jupiter.api.DynamicTestTests.assertedValues;Ljava/util/List;","L10889","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-engine\src\test\java\org\junit\jupiter\api\DynamicTestTests.java","43","2","43","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L11508","DEACTIVATE_CONDITIONS_PATTERN_PROPERTY_NAME","org.junit.jupiter.engine.Constants.DEACTIVATE_CONDITIONS_PATTERN_PROPERTY_NAME;Ljava/lang/String;","L11506","L103","D:\GitRepos\2022SourceMeter-CasadoCristianDavid\junit5-r5.8.0\junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\Constants.java","86","2","86","140","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
