"ID","Name","Component","CA","CCO","CE","CEE","CEG","CI","CLLOC","CR","CV","NCR","Clone Metric Rules"
"C792","93~CloneClass","L103","1","4","557","96.8696","0.0718133","4","10","6.95652","1","0.0434783","2"
"C798","98~CloneClass","L103","1","10","218","398.087","0.779817","2","17","310.435","1","0.913043","2"
"C829","101~CloneClass","L103","1","3","613","79.9565","0.0538336","3","11","4.30435","1","0.0434783","2"
"C869","105~CloneClass","L103","1","2","482","41.913","0.0518672","2","12.5","2.17391","1","0.0434783","1"
"C880","108~CloneClass","L103","1","3","907","118.304","0.0429989","3","13","5.08696","1","0.0434783","2"
"C889","112~CloneClass","L103","1","4","238","41.3913","0.184874","4","11","7.65217","1","0.0434783","2"
"C890","117~CloneClass","L103","1","2","87","7.56522","0.643678","2","28","4.86957","1","0.0434783","0"
"C909","120~CloneClass","L103","1","6","25","2.17391","2.88","2","12","6.26087","1","0.0434783","0"
"C1055","123~CloneClass","L103","1","2","81","7.04348","0.271605","2","11","1.91304","1","0.0434783","0"
"C1089","126~CloneClass","L103","1","12","13","1.13043","9.23077","2","10","10.4348","1","0.0434783","1"
"C1105","129~CloneClass","L103","1","8","99","8.6087","1.33333","2","16.5","11.4783","1","0.0434783","0"
"C1112","132~CloneClass","L103","1","4","505","146.377","0.10297","4","13","15.0725","1","0.0724638","2"
"C1187","137~CloneClass","L103","1","2","41","7.13043","1.21951","2","25","8.69565","1","0.0869565","0"
"C1206","140~CloneClass","L103","1","2","612","53.2174","0.0522876","2","16","2.78261","1","0.0434783","1"
"C1208","143~CloneClass","L103","1","6","59","10.2609","1.16949","2","11.5","12","1","0.0869565","0"
"C1215","146~CloneClass","L103","1","2","127","11.0435","0.181102","2","11.5","2","1","0.0434783","1"
"C1216","149~CloneClass","L103","1","4","245","42.6087","0.167347","4","10.25","7.13043","1","0.0434783","2"
"C1224","154~CloneClass","L103","1","4","649","188.116","0.0924499","4","15","17.3913","1","0.0724638","2"
"C1225","159~CloneClass","L103","1","4","645","186.957","0.0744186","4","12","13.913","1","0.0724638","2"
"C1240","164~CloneClass","L103","1","2","285","24.7826","0.077193","2","11","1.91304","1","0.0434783","1"
"C1241","167~CloneClass","L103","1","2","432","37.5652","0.0601852","2","13","2.26087","1","0.0434783","1"
"C1328","170~CloneClass","L103","1","2","173","15.0435","0.127168","2","11","1.91304","1","0.0434783","1"
"C1376","173~CloneClass","L103","1","3","1666","217.304","0.0240096","3","13.3333","5.21739","1","0.0434783","2"
"C1377","177~CloneClass","L103","1","2","179","15.5652","0.122905","2","11","1.91304","1","0.0434783","1"
"C1443","180~CloneClass","L103","1","12","5","12.1739","24","4","10","292.174","1","0.608696","3"
"C1477","185~CloneClass","L103","1","6","29","2.52174","3.93103","2","19","9.91304","1","0.0434783","0"
"C1479","188~CloneClass","L103","1","3","306","39.913","0.107843","3","11","4.30435","1","0.0434783","2"
"C1485","192~CloneClass","L103","1","2","154","13.3913","0.181818","2","14","2.43478","1","0.0434783","1"
"C1496","195~CloneClass","L103","1","6","3","1.30435","26","2","13","33.913","1","0.217391","1"
"C1498","198~CloneClass","L103","1","18","17","16.5565","12.1765","6","11.5","201.6","1","0.162319","3"
"C1499","205~CloneClass","L103","1","27","13","16.1087","22.8462","9","11","368.022","1","0.137681","2"
"C1541","215~CloneClass","L103","1","4","209","36.3478","0.344498","2","18","12.5217","1","0.0869565","1"
"C1587","218~CloneClass","L103","1","6","147","51.1304","0.44898","2","11","22.9565","1","0.173913","2"
"C1619","221~CloneClass","L103","1","2","147","12.7826","0.14966","2","11","1.91304","1","0.0434783","1"
"C1631","224~CloneClass","L103","1","2","215","18.6957","0.125581","2","13.5","2.34783","1","0.0434783","1"
"C1648","227~CloneClass","L103","1","2","49","4.26087","0.734694","2","18","3.13043","1","0.0434783","0"
"C1726","230~CloneClass","L103","1","10","17","1.47826","7.05882","2","12","10.4348","1","0.0434783","0"
"C1743","233~CloneClass","L103","1","2","313","27.2174","0.0702875","2","11","1.91304","1","0.0434783","1"
"C1744","236~CloneClass","L103","1","7","1625","494.565","0.0652308","7","15.1429","32.2609","1","0.0434783","2"
"C1745","244~CloneClass","L103","1","2","351","30.5217","0.0683761","2","12","2.08696","1","0.0434783","1"
"C1747","247~CloneClass","L103","1","2","313","27.2174","0.0894569","2","14","2.43478","1","0.0434783","1"
"C1749","250~CloneClass","L103","1","2","313","27.2174","0.0702875","2","11","1.91304","1","0.0434783","1"
"C1751","253~CloneClass","L103","1","4","243","105.652","0.263374","2","16","27.8261","1","0.217391","2"
"C1765","256~CloneClass","L103","1","2","339","29.4783","0.058997","2","10","1.73913","1","0.0434783","1"
"C1770","259~CloneClass","L103","1","2","415","36.087","0.053012","2","11","1.91304","1","0.0434783","1"
"C1774","262~CloneClass","L103","1","2","487","42.3478","0.0800821","2","19.5","3.3913","1","0.0434783","1"
"C1775","265~CloneClass","L103","1","2","357","31.0435","0.0840336","2","15","2.6087","1","0.0434783","1"
"C1778","268~CloneClass","L103","1","2","711","61.8261","0.0337553","2","12","2.08696","1","0.0434783","1"
"C1793","271~CloneClass","L103","1","2","200","17.3913","0.12","2","12","2.08696","1","0.0434783","1"
"C1794","274~CloneClass","L103","1","2","321","27.913","0.155763","2","25","4.34783","1","0.0434783","1"
"C1795","277~CloneClass","L103","1","3","317","41.3478","0.14511","3","15.3333","6","1","0.0434783","2"
"C1797","281~CloneClass","L103","1","2","366","31.8261","0.114754","2","21","3.65217","1","0.0434783","1"
"C1799","284~CloneClass","L103","1","2","319","27.7391","0.15047","2","24","4.17391","1","0.0434783","1"
"C1800","287~CloneClass","L103","1","2","303","26.3478","0.151815","2","23","4","1","0.0434783","1"
"C1802","290~CloneClass","L103","1","2","103","8.95652","0.213592","2","11","1.91304","1","0.0434783","1"
"C1805","293~CloneClass","L103","1","2","595","51.7391","0.0605042","2","18","3.13043","1","0.0434783","1"
"C1808","296~CloneClass","L103","1","2","345","30","0.0637681","2","11","1.91304","1","0.0434783","1"
"C1812","299~CloneClass","L103","1","2","335","29.1304","0.0716418","2","12","2.08696","1","0.0434783","1"
"C1813","302~CloneClass","L103","1","2","419","36.4348","0.0668258","2","14","2.43478","1","0.0434783","1"
"C1814","305~CloneClass","L103","1","2","427","37.1304","0.0468384","2","10","1.73913","1","0.0434783","1"
"C1817","308~CloneClass","L103","1","3","403","52.5652","0.104218","3","14","5.47826","1","0.0434783","2"
"C1820","312~CloneClass","L103","1","2","511","44.4348","0.0704501","2","18","3.13043","1","0.0434783","1"
"C1821","315~CloneClass","L103","1","2","425","36.9565","0.0564706","2","12","2.08696","1","0.0434783","1"
"C1822","318~CloneClass","L103","1","4","145","25.2174","0.4","2","14.5","10.087","1","0.0869565","1"
"C1823","321~CloneClass","L103","1","4","341","59.3043","0.140762","4","12","8.34783","1","0.0434783","2"
"C1824","326~CloneClass","L103","1","2","1171","101.826","0.030743","2","18","3.13043","1","0.0434783","1"
"C1826","329~CloneClass","L103","1","2","55","4.78261","0.763636","2","21","3.65217","1","0.0434783","0"
"C1827","332~CloneClass","L103","1","2","163","14.1739","0.159509","2","13","2.26087","1","0.0434783","1"
"C1828","335~CloneClass","L103","1","2","167","14.5217","0.143713","2","12","2.08696","1","0.0434783","1"
"C1838","338~CloneClass","L103","1","2","341","29.6522","0.0821114","2","14","2.43478","1","0.0434783","1"
"C1840","341~CloneClass","L103","1","2","295","25.6522","0.0813559","2","12","2.08696","1","0.0434783","1"
"C1845","344~CloneClass","L103","1","2","169","29.3913","0.260355","2","22","7.65217","1","0.0869565","1"
"C1847","347~CloneClass","L103","1","4","473","137.101","0.10148","4","12","13.913","1","0.0724638","2"
"C1857","352~CloneClass","L103","1","2","261","22.6957","0.0996169","2","13","2.26087","1","0.0434783","1"
"C1882","355~CloneClass","L103","1","2","53","4.6087","0.490566","2","13","2.26087","1","0.0434783","0"
"C1889","358~CloneClass","L103","1","4","81","14.087","0.641975","4","13","9.04348","1","0.0434783","1"
"C1890","363~CloneClass","L103","1","2","45","3.91304","1.11111","2","25","4.34783","1","0.0434783","0"
"C1898","366~CloneClass","L103","1","2","119","10.3478","0.184874","2","11","1.91304","1","0.0434783","1"
"C1899","369~CloneClass","L103","1","2","357","31.0435","0.0672269","2","12","2.08696","1","0.0434783","1"
"C1902","372~CloneClass","L103","1","2","605","52.6087","0.0363636","2","11","1.91304","1","0.0434783","1"
"C1917","375~CloneClass","L103","1","2","547","47.5652","0.047532","2","13","2.26087","1","0.0434783","1"
"C1925","378~CloneClass","L103","1","4","85","14.7826","0.517647","2","11","7.65217","1","0.0869565","0"
"C1926","381~CloneClass","L103","1","4","85","14.7826","0.517647","2","11","7.65217","1","0.0869565","0"
"C1927","384~CloneClass","L103","1","4","85","14.7826","0.517647","2","11","7.65217","1","0.0869565","0"
"C1928","387~CloneClass","L103","1","4","121","21.0435","0.330579","2","10","6.95652","1","0.0869565","1"
"C1929","390~CloneClass","L103","1","4","121","21.0435","0.363636","2","11","7.65217","1","0.0869565","1"
"C1930","393~CloneClass","L103","1","4","121","21.0435","0.363636","2","11","7.65217","1","0.0869565","1"
"C1931","396~CloneClass","L103","1","4","129","22.4348","0.465116","2","15","10.4348","1","0.0869565","1"
"C1932","399~CloneClass","L103","1","8","253","66","0.442688","4","14","29.2174","1","0.0652174","2"
"C1933","404~CloneClass","L103","1","4","131","22.7826","0.519084","2","17","11.8261","1","0.0869565","1"
"C1934","407~CloneClass","L103","1","4","131","22.7826","0.519084","2","17","11.8261","1","0.0869565","1"
"C1935","410~CloneClass","L103","1","8","161","28","0.496894","4","10","13.913","1","0.0434783","2"
"C1936","415~CloneClass","L103","1","4","85","14.7826","0.517647","2","11","7.65217","1","0.0869565","0"
"C1937","418~CloneClass","L103","1","4","85","14.7826","0.517647","2","11","7.65217","1","0.0869565","0"
"C1938","421~CloneClass","L103","1","6","89","7.73913","0.94382","2","14","7.30435","1","0.0434783","0"
"C1939","424~CloneClass","L103","1","4","85","7.3913","0.517647","2","11","3.82609","1","0.0434783","0"
"C1940","427~CloneClass","L103","1","4","81","7.04348","0.493827","2","10","3.47826","1","0.0434783","0"
"C1941","430~CloneClass","L103","1","4","81","7.04348","0.493827","2","10","3.47826","1","0.0434783","0"
"C1942","433~CloneClass","L103","1","4","85","7.3913","0.541176","2","11.5","4","1","0.0434783","0"
"C1943","436~CloneClass","L103","1","6","125","10.8696","0.864","2","18","9.3913","1","0.0434783","1"
"C1944","439~CloneClass","L103","1","6","125","10.8696","0.864","2","18","9.3913","1","0.0434783","1"
"C1945","442~CloneClass","L103","1","9","199","25.9565","0.904523","3","20","23.4783","1","0.0434783","2"
"C1946","446~CloneClass","L103","1","4","119","10.3478","0.403361","2","12","4.17391","1","0.0434783","1"
"C1947","449~CloneClass","L103","1","6","178","23.2174","0.404494","3","12","9.3913","1","0.0434783","2"
"C1949","453~CloneClass","L103","1","2","673","58.5217","0.0416048","2","14","2.43478","1","0.0434783","1"
"C1950","456~CloneClass","L103","1","2","595","51.7391","0.0403361","2","12","2.08696","1","0.0434783","1"
"C1951","459~CloneClass","L103","1","2","151","13.1304","0.15894","2","12","2.08696","1","0.0434783","1"
"C1953","462~CloneClass","L103","1","2","197","17.1304","0.172589","2","17","2.95652","1","0.0434783","1"
"C1954","465~CloneClass","L103","1","2","157","13.6522","0.216561","2","17","2.95652","1","0.0434783","1"
"C1956","468~CloneClass","L103","1","4","377","65.5652","0.127321","4","12","8.34783","1","0.0434783","2"
"C1958","473~CloneClass","L103","1","2","205","17.8261","0.185366","2","19","3.30435","1","0.0434783","1"
"C1959","476~CloneClass","L103","1","2","189","16.4348","0.126984","2","12","2.08696","1","0.0434783","1"
"C1961","479~CloneClass","L103","1","2","313","27.2174","0.0638978","2","10","1.73913","1","0.0434783","1"
"C1962","482~CloneClass","L103","1","2","315","27.3913","0.0698413","2","11","1.91304","1","0.0434783","1"
"C1964","485~CloneClass","L103","1","3","358","46.6957","0.0837989","3","10","3.91304","1","0.0434783","2"
"C1965","489~CloneClass","L103","1","2","277","24.087","0.0722022","2","10","1.73913","1","0.0434783","1"
"C1966","492~CloneClass","L103","1","3","358","46.6957","0.0837989","3","10","3.91304","1","0.0434783","2"
"C1969","496~CloneClass","L103","1","2","631","54.8696","0.0475436","2","15","2.6087","1","0.0434783","1"
"C1984","499~CloneClass","L103","1","2","625","54.3478","0.032","2","10","1.73913","1","0.0434783","1"
"C1985","502~CloneClass","L103","1","2","85","7.3913","0.282353","2","12","2.08696","1","0.0434783","0"
"C1993","505~CloneClass","L103","1","2","237","20.6087","0.109705","2","13","2.26087","1","0.0434783","1"
"C1994","508~CloneClass","L103","1","4","457","79.4783","0.0962801","4","11","7.65217","1","0.0434783","2"
"C1999","513~CloneClass","L103","1","2","225","19.5652","0.0977778","2","11","1.91304","1","0.0434783","1"
"C2001","516~CloneClass","L103","1","2","487","42.3478","0.0616016","2","15","2.6087","1","0.0434783","1"
"C2002","519~CloneClass","L103","1","3","544","70.9565","0.0606618","3","11","4.30435","1","0.0434783","2"
"C2003","523~CloneClass","L103","1","2","365","31.7391","0.060274","2","11","1.91304","1","0.0434783","1"
"C2018","526~CloneClass","L103","1","2","223","19.3913","0.107623","2","12","2.08696","1","0.0434783","1"
"C2032","529~CloneClass","L103","1","2","237","20.6087","0.092827","2","11","1.91304","1","0.0434783","1"
"C2034","532~CloneClass","L103","1","2","219","38.087","0.109589","2","12","4.17391","1","0.0869565","1"
"C2036","535~CloneClass","L103","1","2","195","16.9565","0.102564","2","10","1.73913","1","0.0434783","1"
"C2038","538~CloneClass","L103","1","2","329","28.6087","0.0668693","2","11","1.91304","1","0.0434783","1"
"C2041","541~CloneClass","L103","1","2","709","61.6522","0.0620592","2","22","3.82609","1","0.0434783","1"
"C2046","544~CloneClass","L103","1","3","295","38.4783","0.111864","3","11","4.30435","1","0.0434783","2"
"C2047","548~CloneClass","L103","1","2","253","44","0.102767","2","13","4.52174","1","0.0869565","1"
"C2048","551~CloneClass","L103","1","2","253","44","0.102767","2","13","4.52174","1","0.0869565","1"
"C2049","554~CloneClass","L103","1","2","469","81.5652","0.0810235","2","19","6.6087","1","0.0869565","1"
"C2050","557~CloneClass","L103","1","2","469","81.5652","0.0810235","2","19","6.6087","1","0.0869565","1"
"C2051","560~CloneClass","L103","1","6","121","15.7826","0.595041","3","12","9.3913","1","0.0434783","2"
"C2052","564~CloneClass","L103","1","4","85","7.3913","0.611765","2","13","4.52174","1","0.0434783","0"
"C2053","567~CloneClass","L103","1","6","127","16.5652","0.614173","3","13","10.1739","1","0.0434783","2"
"C2054","571~CloneClass","L103","1","4","89","7.73913","0.629214","2","14","4.86957","1","0.0434783","0"
"C2055","574~CloneClass","L103","1","6","127","16.5652","0.614173","3","13","10.1739","1","0.0434783","2"
"C2056","578~CloneClass","L103","1","4","89","7.73913","0.629214","2","14","4.86957","1","0.0434783","0"
"C2057","581~CloneClass","L103","1","2","253","44","0.102767","2","13","4.52174","1","0.0869565","1"
"C2058","584~CloneClass","L103","1","2","253","44","0.102767","2","13","4.52174","1","0.0869565","1"
"C2059","587~CloneClass","L103","1","2","641","55.7391","0.0577223","2","18.5","3.21739","1","0.0434783","1"
"C2062","590~CloneClass","L103","1","2","275","23.913","0.08","2","11","1.91304","1","0.0434783","1"
"C2066","593~CloneClass","L103","1","2","807","70.1739","0.0359356","2","14.5","2.52174","1","0.0434783","1"
"C2070","596~CloneClass","L103","1","2","927","80.6087","0.030205","2","14","2.43478","1","0.0434783","1"
"C2071","599~CloneClass","L103","1","2","1207","104.957","0.0289975","2","17.5","3.04348","1","0.0434783","1"
"C2075","602~CloneClass","L103","1","2","1297","112.783","0.0308404","2","20","3.47826","1","0.0434783","1"
"C2076","605~CloneClass","L103","1","2","1167","101.478","0.0274207","2","16","2.78261","1","0.0434783","1"
"C2082","608~CloneClass","L103","1","2","363","31.5652","0.121212","2","22","3.82609","1","0.0434783","1"
"C2083","611~CloneClass","L103","1","3","478","62.3478","0.100418","3","16","6.26087","1","0.0434783","2"
"C2091","615~CloneClass","L103","1","3","307","40.0435","0.136808","3","14","5.47826","1","0.0434783","2"
"C2094","619~CloneClass","L103","1","6","949","247.565","0.0642782","6","10.1667","15.913","1","0.0434783","2"
"C2095","626~CloneClass","L103","1","2","319","27.7391","0.100313","2","16","2.78261","1","0.0434783","1"
"C2098","629~CloneClass","L103","1","2","481","41.8261","0.0935551","2","22.5","3.91304","1","0.0434783","1"
"C2099","632~CloneClass","L103","1","2","299","26","0.0869565","2","13","2.26087","1","0.0434783","1"
"C2100","635~CloneClass","L103","1","6","788","328.904","0.0761421","6","10","25.0435","1","0.0695652","2"
"C2110","642~CloneClass","L103","1","2","227","19.7391","0.0881057","2","10","1.73913","1","0.0434783","1"
"C2111","645~CloneClass","L103","1","2","149","12.9565","0.134228","2","10","1.73913","1","0.0434783","1"
"C2118","648~CloneClass","L103","1","3","433","56.4783","0.0831409","3","12","4.69565","1","0.0434783","2"
"C2121","652~CloneClass","L103","1","2","1795","156.087","0.0211699","2","19","3.30435","1","0.0434783","1"
"C2123","655~CloneClass","L103","1","2","375","32.6087","0.056","2","10.5","1.82609","1","0.0434783","1"
"C2125","658~CloneClass","L103","1","3","634","82.6957","0.055205","3","11.6667","4.56522","1","0.0434783","2"
"C2126","662~CloneClass","L103","1","3","727","94.8261","0.0632737","3","15.3333","6","1","0.0434783","2"
"C2132","666~CloneClass","L103","1","2","181","15.7391","0.143646","2","13","2.26087","1","0.0434783","1"
"C2133","669~CloneClass","L103","1","2","181","15.7391","0.143646","2","13","2.26087","1","0.0434783","1"
"C2134","672~CloneClass","L103","1","4","119","10.3478","0.453782","2","13.5","4.69565","1","0.0434783","1"
"C2136","675~CloneClass","L103","1","2","341","29.6522","0.058651","2","10","1.73913","1","0.0434783","1"
"C2137","678~CloneClass","L103","1","2","309","26.8696","0.132686","2","20.5","3.56522","1","0.0434783","1"
"C2141","681~CloneClass","L103","1","3","349","45.5217","0.106017","3","12.3333","4.82609","1","0.0434783","2"
"C2142","685~CloneClass","L103","1","2","385","33.4783","0.14026","2","27","4.69565","1","0.0434783","1"
"C2143","688~CloneClass","L103","1","2","537","46.6957","0.137803","2","37","6.43478","1","0.0434783","2"
"C2144","691~CloneClass","L103","1","4","723","209.565","0.113416","4","20.5","23.7681","1","0.0724638","2"
"C2145","696~CloneClass","L103","1","2","233","20.2609","0.107296","2","12.5","2.17391","1","0.0434783","1"
"C2155","699~CloneClass","L103","1","2","147","25.5652","0.136054","2","10","3.47826","1","0.0869565","1"
"C2161","702~CloneClass","L103","1","2","679","59.0435","0.0324006","2","11","1.91304","1","0.0434783","1"
"C2166","705~CloneClass","L103","1","2","129","11.2174","0.325581","2","21","3.65217","1","0.0434783","1"
"C2168","708~CloneClass","L103","1","3","706","92.087","0.0594901","3","14","5.47826","1","0.0434783","2"
"C2170","712~CloneClass","L103","1","2","327","28.4348","0.0917431","2","15","2.6087","1","0.0434783","1"
"C2173","715~CloneClass","L103","1","2","847","73.6522","0.042503","2","18","3.13043","1","0.0434783","1"
"C2175","718~CloneClass","L103","1","2","805","70","0.0447205","2","18","3.13043","1","0.0434783","1"
"C2176","721~CloneClass","L103","1","2","1045","90.8696","0.0382775","2","20","3.47826","1","0.0434783","1"
"C2178","724~CloneClass","L103","1","2","247","21.4783","0.0809717","2","10","1.73913","1","0.0434783","1"
"C2181","727~CloneClass","L103","1","2","503","43.7391","0.0636183","2","16","2.78261","1","0.0434783","1"
"C2182","730~CloneClass","L103","1","2","289","25.1304","0.449827","2","65","11.3043","1","0.0434783","2"
"C2183","733~CloneClass","L103","1","3","219","28.5652","0.821918","3","60","23.4783","1","0.0434783","3"
"C2184","737~CloneClass","L103","1","2","1199","104.261","0.028357","2","17","2.95652","1","0.0434783","1"
"C2209","740~CloneClass","L103","1","6","127","16.5652","0.598425","3","12.6667","9.91304","1","0.0434783","2"
"C2227","744~CloneClass","L103","1","6","3","0.26087","20","2","10","5.21739","1","0.0434783","0"
"C2228","747~CloneClass","L103","1","6","15","2.6087","4.6","2","11.5","12","1","0.0869565","0"
"C2229","750~CloneClass","L103","1","12","11","5.73913","12.5455","4","11.5","72","1","0.130435","2"
"C2230","755~CloneClass","L103","1","6","3","1.30435","22","2","11","28.6957","1","0.217391","1"
"C2231","758~CloneClass","L103","1","12","130","267.536","1.03846","4","11.25","277.826","1","0.514493","4"
"C2232","763~CloneClass","L103","1","6","3","0.521739","22","2","11","11.4783","1","0.0869565","0"
"C2233","766~CloneClass","L103","1","9","4","0.521739","24.75","3","11","12.913","1","0.0434783","1"
"C2239","770~CloneClass","L103","1","2","253","22","0.0869565","2","11","1.91304","1","0.0434783","1"
"C2241","773~CloneClass","L103","1","2","197","17.1304","0.15736","2","15.5","2.69565","1","0.0434783","1"
"C2261","776~CloneClass","L103","1","2","245","21.3043","0.0897959","2","11","1.91304","1","0.0434783","1"
"C2262","779~CloneClass","L103","1","4","493","85.7391","0.0872211","4","10.75","7.47826","1","0.0434783","2"
"C2266","784~CloneClass","L103","1","3","65","130","0.461538","3","10","60","1","0.666667","2"
"C2273","788~CloneClass","L103","1","3","7","1.52174","6","3","14","9.13043","1","0.0724638","1"
"C2275","792~CloneClass","L103","1","2","40","3.47826","0.75","2","15","2.6087","1","0.0434783","0"
"C2291","795~CloneClass","L103","1","4","133","23.1304","0.902256","2","30","20.8696","1","0.0869565","1"
"C2292","798~CloneClass","L103","1","2","213","18.5217","0.122066","2","13","2.26087","1","0.0434783","1"
"C2295","801~CloneClass","L103","1","3","898","117.13","0.0334076","3","10","3.91304","1","0.0434783","2"
"C2301","805~CloneClass","L103","1","4","127","22.087","0.629921","2","20","13.913","1","0.0869565","1"
"C2306","808~CloneClass","L103","1","2","551","47.913","0.0544465","2","15","2.6087","1","0.0434783","1"
"C2311","811~CloneClass","L103","1","2","513","44.6087","0.0662768","2","17","2.95652","1","0.0434783","1"
"C2312","814~CloneClass","L103","1","2","513","44.6087","0.0623782","2","16","2.78261","1","0.0434783","1"
"C2314","817~CloneClass","L103","1","2","513","44.6087","0.0623782","2","16","2.78261","1","0.0434783","1"
"C2325","820~CloneClass","L103","1","2","445","77.3913","0.0674157","2","15","5.21739","1","0.0869565","1"
"C2340","823~CloneClass","L103","1","6","7","1.21739","10.7143","2","12.5","13.0435","1","0.0869565","0"
"C2341","826~CloneClass","L103","1","21","13","7.91304","19.3846","7","12","153.391","1","0.0869565","2"
"C2372","834~CloneClass","L103","1","2","211","18.3478","0.132701","2","14","2.43478","1","0.0434783","1"
"C2373","837~CloneClass","L103","1","4","499","86.7826","0.12024","4","15","10.4348","1","0.0434783","2"
"C2375","842~CloneClass","L103","1","3","276","576","0.130435","3","12","75.1304","1","0.695652","3"
"C2377","846~CloneClass","L103","1","6","251","109.13","0.454183","2","19","49.5652","1","0.217391","2"
"C2385","849~CloneClass","L103","1","8","25","2.17391","5.12","2","16","11.1304","1","0.0434783","0"
"C2390","852~CloneClass","L103","1","24","43","11.2174","8.37209","6","15","93.913","1","0.0434783","2"
"C2391","859~CloneClass","L103","1","8","23","2","5.21739","2","15","10.4348","1","0.0434783","0"
"C2392","862~CloneClass","L103","1","4","30","5.21739","1.33333","2","10","6.95652","1","0.0869565","0"
"C2393","865~CloneClass","L103","1","8","71","24.6957","1.12676","4","10","27.8261","1","0.0869565","1"
"C2426","870~CloneClass","L103","1","4","79","6.86957","0.582278","2","11.5","4","1","0.0434783","0"
"C2428","873~CloneClass","L103","1","2","137","11.913","0.160584","2","11","1.91304","1","0.0434783","1"
"C2444","876~CloneClass","L103","1","6","18","3.13043","3.33333","2","10","10.4348","1","0.0869565","0"
"C2447","879~CloneClass","L103","1","6","207","342","0.695652","2","24","237.913","1","0.826087","2"
"C2481","882~CloneClass","L103","1","6","405","35.2174","0.162963","2","11","5.73913","1","0.0434783","1"
"C2484","885~CloneClass","L103","1","2","243","21.1304","0.106996","2","13","2.26087","1","0.0434783","1"
"C2491","888~CloneClass","L103","1","2","163","14.1739","0.134969","2","11","1.91304","1","0.0434783","1"
"C2501","891~CloneClass","L103","1","4","123","213.913","0.373984","2","11.5","80","1","0.869565","2"
"C2502","894~CloneClass","L103","1","2","452","196.522","0.0707965","2","16","13.913","1","0.217391","2"
"C2508","897~CloneClass","L103","1","2","243","21.1304","0.090535","2","11","1.91304","1","0.0434783","1"
"C2510","900~CloneClass","L103","1","4","57","9.91304","1.33333","2","19","13.2174","1","0.0869565","0"
"C2514","903~CloneClass","L103","1","20","176","76.5217","3.97727","2","35","304.348","1","0.217391","4"
"C2523","906~CloneClass","L103","1","2","1018","88.5217","0.0275049","2","14","2.43478","1","0.0434783","1"
"C2578","909~CloneClass","L103","1","2","119","10.3478","0.184874","2","11","1.91304","1","0.0434783","1"
"C2585","912~CloneClass","L103","1","2","124","10.7826","0.16129","2","10","1.73913","1","0.0434783","1"
